nom_station;coordonneesXY;nbre_pdc;puissance_nominale;gratuit;consolidated_longitude;consolidated_latitude
OuestCharge - Diva Sp - Trelaze - Buisson;"[-0.482769; 47.441977]";2;22;false;-0.482769;47.441977
OuestCharge - Diva Sp - Trelaze - Buisson;"[-0.482769; 47.441977]";2;22;false;-0.482769;47.441977
OuestCharge - Diva Sp - Trelaze - Perreyeux;"[-0.509598; 47.456582]";2;22;false;-0.509598;47.456582
OuestCharge - Diva Sp - Trelaze - Perreyeux;"[-0.509598; 47.456582]";2;22;false;-0.509598;47.456582
OuestCharge - Diva Sp - Vernantes - Mairie;"[0.053695; 47.393536]";2;22;false;0.053695;47.393536
OuestCharge - Diva Sp - Vernantes - Mairie;"[0.053695; 47.393536]";2;22;false;0.053695;47.393536
OuestCharge - Diva Sp - Vihiers - Minage;"[-0.535805; 47.144991]";2;22;false;-0.535805;47.144991
OuestCharge - Diva Sp - Doue-la-Fontaine - Verdun;"[-0.273548; 47.193495]";2;22;false;-0.273548;47.193495
OuestCharge - Diva Sp - Corze - Motte;"[-0.393216; 47.559367]";2;22;false;-0.393216;47.559367
OuestCharge - Diva Sp - La Dagueniere - Acacias;"[-0.435457; 47.418908]";2;22;false;-0.435457;47.418908
OuestCharge - Diva Sp - La Dagueniere - Acacias;"[-0.435457; 47.418908]";2;22;false;-0.435457;47.418908
OuestCharge - Diva Sp - Distre - Blanchard;"[-0.119188; 47.231738]";2;22;false;-0.119188;47.231738
OuestCharge - Diva Sp - Distre - Blanchard;"[-0.119188; 47.231738]";2;22;false;-0.119188;47.231738
OuestCharge - Quick Charger Evtronic - Doue-la-Fontaine -  Cholet;"[-0.301931; 47.189978]";2;50;false;-0.301931;47.189978
OuestCharge - Quick Charger Evtronic - Doue-la-Fontaine -  Cholet;"[-0.301931; 47.189978]";2;50;false;-0.301931;47.189978
OuestCharge - Quick Charger Evtronic - Doue-la-Fontaine -  Cholet;"[-0.301931; 47.189978]";2;43;false;-0.301931;47.189978
OuestCharge - Diva Sp - Doue-la-Fontaine - Foire;"[-0.27582; 47.191899]";2;22;false;-0.27582;47.191899
OuestCharge - Diva Sp - Doue-la-Fontaine - Foire;"[-0.27582; 47.191899]";2;22;false;-0.27582;47.191899
OuestCharge - Diva Sp - Doue-la-Fontaine - Verdun;"[-0.273548; 47.193495]";2;22;false;-0.273548;47.193495
OuestCharge - Diva Sp - Drain - Sports;"[-1.204504; 47.339675]";2;22;false;-1.204504;47.339675
OuestCharge - Diva Sp - Vihiers - Minage;"[-0.535805; 47.144991]";2;22;false;-0.535805;47.144991
OuestCharge - Diva Sp - Drain - Sports;"[-1.204504; 47.339675]";2;22;false;-1.204504;47.339675
OuestCharge - Diva Sp - Yzernay - Corbert;"[-0.703431; 47.021955]";2;22;false;-0.703431;47.021955
OuestCharge - Diva Sp - Yzernay - Corbert;"[-0.703431; 47.021955]";2;22;false;-0.703431;47.021955
OuestCharge - Diva Sp - Vivy - Soeurs;"[-0.055683; 47.325855]";2;22;false;-0.055683;47.325855
OuestCharge - Diva Sp - Vivy - Soeurs;"[-0.055683; 47.325855]";2;22;false;-0.055683;47.325855
OuestCharge - Diva Sp - Villeveque - Pierre;"[-0.423855; 47.559531]";2;22;false;-0.423855;47.559531
OuestCharge - Diva Sp - Villeveque - Pierre;"[-0.423855; 47.559531]";2;22;false;-0.423855;47.559531
OuestCharge - Diva Sp - Villemoisan - Dunkerque;"[-0.891717; 47.462874]";2;22;false;-0.891717;47.462874
OuestCharge - Diva Sp - Villemoisan - Dunkerque;"[-0.891717; 47.462874]";2;22;false;-0.891717;47.462874
OuestCharge - Diva Sp - Villedieu-la-Blouere - Malte;"[-1.057201; 47.15339]";2;22;false;-1.057201;47.15339
OuestCharge - Diva Sp - Villedieu-la-Blouere - Malte;"[-1.057201; 47.15339]";2;22;false;-1.057201;47.15339
OuestCharge - ePremium - Cande - Super U;"[-1.031529; 47.569042]";2;50;false;-1.031529;47.569042
OuestCharge - Diva Sp - Beaufort-en-Vallee - Equisseaux;"[-0.237386; 47.440085]";2;22;false;-0.237386;47.440085
OuestCharge - Diva Sp - Cande - Saint-Nicolas;"[-1.038546; 47.561347]";2;22;false;-1.038546;47.561347
OuestCharge - Diva Sp - Angers - Boisnet;"[-0.551959; 47.474517]";2;22;false;-0.551959;47.474517
OuestCharge - Diva Sp - Angers - Mirault;"[-0.55714; 47.479224]";2;22;false;-0.55714;47.479224
OuestCharge - Diva Sp - Angers - Moulin;"[-0.552912; 47.491494]";2;22;false;-0.552912;47.491494
OuestCharge - Diva Sp - Angers - Moulin;"[-0.552912; 47.491494]";2;22;false;-0.552912;47.491494
OuestCharge - Diva Sp - Angers - Ecriture;"[-0.524759; 47.487154]";2;22;false;-0.524759;47.487154
OuestCharge - Diva Sp - Angers - Ecriture;"[-0.524759; 47.487154]";2;22;false;-0.524759;47.487154
OuestCharge - Diva Sp - Angers - Cerf;"[-0.562786; 47.474284]";2;22;false;-0.562786;47.474284
OuestCharge - Diva Sp - Angers - Cerf;"[-0.562786; 47.474284]";2;22;false;-0.562786;47.474284
OuestCharge - Diva Sp - Angers - Mai 45;"[-0.546506; 47.470084]";2;22;false;-0.546506;47.470084
OuestCharge - Diva Sp - Angers - Mai 45;"[-0.546506; 47.470084]";2;22;false;-0.546506;47.470084
OuestCharge - Diva Sp - Angers - Hotel Dieu;"[-0.560626; 47.479479]";2;22;false;-0.560626;47.479479
OuestCharge - Diva Sp - Angers - Hotel Dieu;"[-0.560626; 47.479479]";2;22;false;-0.560626;47.479479
OuestCharge - Diva Sp - Angers - Ney;"[-0.543489; 47.480374]";2;22;false;-0.543489;47.480374
OuestCharge - Diva Sp - Angers - Ney;"[-0.543489; 47.480374]";2;22;false;-0.543489;47.480374
OuestCharge - Diva Sp - Angers - Bichon;"[-0.564293; 47.478727]";2;22;false;-0.564293;47.478727
OuestCharge - Diva Sp - Angers - Bichon;"[-0.564293; 47.478727]";2;22;false;-0.564293;47.478727
OuestCharge - Diva Sp - Angers - Lafayette;"[-0.553069; 47.462925]";2;22;false;-0.553069;47.462925
OuestCharge - Diva Sp - Angers - Lafayette;"[-0.553069; 47.462925]";2;22;false;-0.553069;47.462925
OuestCharge - Diva Sp - Angers - Toussaint;"[-0.55655; 47.469423]";2;22;false;-0.55655;47.469423
OuestCharge - Diva Sp - Angers - Toussaint;"[-0.55655; 47.469423]";2;22;false;-0.55655;47.469423
OuestCharge - Diva Sp - Angers - Louis Gain;"[-0.539925; 47.469068]";2;22;false;-0.539925;47.469068
OuestCharge - Diva Sp - Angers - Louis Gain;"[-0.539925; 47.469068]";2;22;false;-0.539925;47.469068
OuestCharge - Diva Sp - Angers - Coubertin;"[-0.53269521; 47.46096235]";2;22;false;-0.53269521;47.46096235
OuestCharge - Diva Sp - Angers - Coubertin;"[-0.53269521; 47.46096235]";2;22;false;-0.53269521;47.46096235
OuestCharge - Diva Sp - Angers - Dumesnil;"[-0.566538; 47.473302]";2;22;false;-0.566538;47.473302
OuestCharge - Diva Sp - Angers - Dumesnil;"[-0.566538; 47.473302]";2;22;false;-0.566538;47.473302
OuestCharge - Diva Sp - Angers - Mirault;"[-0.55714; 47.479224]";2;22;false;-0.55714;47.479224
OuestCharge - Diva Sp - Angers - Boisnet;"[-0.551959; 47.474517]";2;22;false;-0.551959;47.474517
OuestCharge - ePremium - Brissac-Loire-Aubance - Layon;"[-0.408917; 47.318639]";2;22;false;-0.408917;47.318639
OuestCharge - Diva Sp - Angers - Gambetta;"[-0.555071; 47.474853]";2;22;false;-0.555071;47.474853
OuestCharge - Diva Sp - Andard - Poulain;"[-0.395715; 47.457271]";2;22;false;-0.395715;47.457271
OuestCharge - Diva Sp - Andard - Poulain;"[-0.395715; 47.457271]";2;22;false;-0.395715;47.457271
OuestCharge - Diva Sp - Andreze - Mairie;"[-0.954205; 47.171404]";2;22;false;-0.954205;47.171404
OuestCharge - Diva Sp - Andreze - Mairie;"[-0.954205; 47.171404]";2;22;false;-0.954205;47.171404
OuestCharge - Diva Sp - Angers - Rennes;"[-0.549208; 47.477254]";2;22;false;-0.549208;47.477254
OuestCharge - Diva Sp - Angers - Rennes;"[-0.549208; 47.477254]";2;22;false;-0.549208;47.477254
OuestCharge - Diva Sp - Angers - Fraternite;"[-0.560842; 47.49153]";2;22;false;-0.560842;47.49153
OuestCharge - Diva Sp - Angers - Fraternite;"[-0.560842; 47.49153]";2;22;false;-0.560842;47.49153
OuestCharge - Diva Sp - Angers - Marianne;"[-0.525074; 47.45235]";2;22;false;-0.525074;47.45235
OuestCharge - Diva Sp - Angers - Marianne;"[-0.525074; 47.45235]";2;22;false;-0.525074;47.45235
OuestCharge - Diva Sp - Angers -  Richard;"[-0.557721; 47.466106]";2;22;false;-0.557721;47.466106
OuestCharge - Diva Sp - Angers -  Richard;"[-0.557721; 47.466106]";2;22;false;-0.557721;47.466106
OuestCharge - Diva Sp - Angers - Marianne;"[-0.525074; 47.45235]";2;22;false;-0.525074;47.45235
OuestCharge - Diva Sp - Angers - Marianne;"[-0.525074; 47.45235]";2;22;false;-0.525074;47.45235
OuestCharge - Diva Sp - Angers -  Richard;"[-0.557721; 47.466106]";2;22;false;-0.557721;47.466106
OuestCharge - Diva Sp - Angers -  Richard;"[-0.557721; 47.466106]";2;22;false;-0.557721;47.466106
OuestCharge - Diva Sp - Angers - Gendarme;"[-0.555268; 47.450911]";2;22;false;-0.555268;47.450911
OuestCharge - Diva Sp - Angers - Gendarme;"[-0.555268; 47.450911]";2;22;false;-0.555268;47.450911
OuestCharge - Diva Sp - Angers - Volney;"[-0.538226; 47.46024]";2;22;false;-0.538226;47.46024
OuestCharge - Diva Sp - Angers - Volney;"[-0.538226; 47.46024]";2;22;false;-0.538226;47.46024
OuestCharge - Diva Sp - Angers - Arago;"[-0.558719; 47.475807]";2;22;false;-0.558719;47.475807
OuestCharge - Diva Sp - Angers - Arago;"[-0.558719; 47.475807]";2;22;false;-0.558719;47.475807
OuestCharge - Diva Sp - Angers - Aquavita;"[-0.565617; 47.493526]";2;22;false;-0.565617;47.493526
OuestCharge - Diva Sp - Angers - Aquavita;"[-0.565617; 47.493526]";2;22;false;-0.565617;47.493526
OuestCharge - Diva Sp - Angers - Gambetta;"[-0.555071; 47.474853]";2;22;false;-0.555071;47.474853
OuestCharge - Diva Sp - Angers - Imbach;"[-0.548205; 47.474028]";2;22;false;-0.548205;47.474028
OuestCharge - Diva Sp - Angers - Imbach;"[-0.548205; 47.474028]";2;22;false;-0.548205;47.474028
OuestCharge - Diva Sp - Angers - Notre Dame Du Lac;"[-0.5919; 47.4801]";2;22;false;-0.5919;47.4801
OuestCharge - Diva Sp - Angers - Notre Dame Du Lac;"[-0.5919; 47.4801]";2;22;false;-0.5919;47.4801
OuestCharge - ePremium - Beaulieu Sur Layon - Promenade;"[-0.602694; 47.316361]";2;50;false;-0.602694;47.316361
OuestCharge - ePremium - Beaulieu Sur Layon - Promenade;"[-0.602694; 47.316361]";2;22;false;-0.602694;47.316361
OuestCharge - Diva Sp - Beaupreau - Parking Bus;"[-0.982642; 47.209947]";2;22;false;-0.982642;47.209947
OuestCharge - Diva Sp - Beaupreau - Parking Bus;"[-0.982642; 47.209947]";2;22;false;-0.982642;47.209947
OuestCharge - Diva Sp - Beaupreau - Garenne;"[-0.992462; 47.202836]";2;22;false;-0.992462;47.202836
OuestCharge - Diva Sp - Beaupreau - Garenne;"[-0.992462; 47.202836]";2;22;false;-0.992462;47.202836
OuestCharge - ePremium - Beaupreau - Bocage;"[-0.899778; 47.251778]";2;25;false;-0.899778;47.251778
OuestCharge - ePremium - Beaupreau - Bocage;"[-0.899778; 47.251778]";2;25;false;-0.899778;47.251778
OuestCharge - ePremium - Beaupreau - Bocage;"[-0.899778; 47.251778]";2;22;false;-0.899778;47.251778
OuestCharge - Diva Sp - Becon-les-Granits - Tilleuls;"[-0.799876; 47.50232]";2;22;false;-0.799876;47.50232
OuestCharge - Diva Sp - Becon-les-Granits - Tilleuls;"[-0.799876; 47.50232]";2;22;false;-0.799876;47.50232
OuestCharge - Diva Sp - Begrolles-en-Mauges - Abbaye;"[-0.936225; 47.140204]";2;22;false;-0.936225;47.140204
OuestCharge - Diva Sp - Begrolles-en-Mauges - Abbaye;"[-0.936225; 47.140204]";2;22;false;-0.936225;47.140204
OuestCharge - Diva Sp - Bouchemaine - Chevriere;"[-0.609137; 47.424319]";2;22;false;-0.609137;47.424319
OuestCharge - Diva Sp - Bouchemaine - Chevriere;"[-0.609137; 47.424319]";2;22;false;-0.609137;47.424319
OuestCharge - Diva Sp - Bouchemaine - Plessis;"[-0.620562; 47.409902]";2;22;false;-0.620562;47.409902
OuestCharge - Diva Sp - Bouchemaine - Plessis;"[-0.620562; 47.409902]";2;22;false;-0.620562;47.409902
OuestCharge - Diva Sp - Brain-sur-Allonnes - Foire;"[0.065252; 47.303128]";2;22;false;0.065252;47.303128
OuestCharge - Diva Sp - Brain-sur-Allonnes - Foire;"[0.065252; 47.303128]";2;22;false;0.065252;47.303128
OuestCharge - Diva Sp - Briollay - Paul Cezanne;"[-0.504181; 47.564662]";2;22;false;-0.504181;47.564662
OuestCharge - Diva Sp - Briollay - Paul Cezanne;"[-0.504181; 47.564662]";2;22;false;-0.504181;47.564662
OuestCharge - Diva Sp - Brissac-Quince - Gaulle;"[-0.447423; 47.357032]";2;22;false;-0.447423;47.357032
OuestCharge - Diva Sp - Brissac-Quince - Gaulle;"[-0.447423; 47.357032]";2;22;false;-0.447423;47.357032
OuestCharge - ePremium - Brissac-Loire-Aubance - Layon;"[-0.408917; 47.318639]";2;25;false;-0.408917;47.318639
OuestCharge - ePremium - Brissac-Loire-Aubance - Layon;"[-0.408917; 47.318639]";2;25;false;-0.408917;47.318639
OuestCharge - ePremium - Beaulieu Sur Layon - Promenade;"[-0.602694; 47.316361]";2;50;false;-0.602694;47.316361
OuestCharge - Diva Sp - Beaufort-en-Vallee - Republique;"[-0.214121; 47.438176]";2;22;false;-0.214121;47.438176
OuestCharge - Diva Sp - Beaufort-en-Vallee - Republique;"[-0.214121; 47.438176]";2;22;false;-0.214121;47.438176
OuestCharge - Diva Sp - Avrille - Victor Hugo;"[-0.590732; 47.506252]";2;22;false;-0.590732;47.506252
OuestCharge - Diva Sp - Angers - Jean XXIII;"[-0.56552; 47.449193]";2;22;false;-0.56552;47.449193
OuestCharge - Diva Sp - Angers - Jean XXIII;"[-0.56552; 47.449193]";2;22;false;-0.56552;47.449193
OuestCharge - Diva Sp - Angers - Academie;"[-0.559266; 47.468648]";2;22;false;-0.559266;47.468648
OuestCharge - Diva Sp - Angers - Academie;"[-0.559266; 47.468648]";2;22;false;-0.559266;47.468648
OuestCharge - Diva Sp - Aubigne-sur-Layon - 19 Mars 1962;"[-0.464037; 47.211582]";2;22;false;-0.464037;47.211582
OuestCharge - Diva Sp - Aubigne-sur-Layon - 19 Mars 1962;"[-0.464037; 47.211582]";2;22;false;-0.464037;47.211582
OuestCharge - Quick Charger Evtronic - Avrille - D768;"[-0.61754; 47.51396]";2;50;false;-0.61754;47.51396
OuestCharge - Quick Charger Evtronic - Avrille - D768;"[-0.61754; 47.51396]";2;50;false;-0.61754;47.51396
OuestCharge - Quick Charger Evtronic - Avrille - D768;"[-0.61754; 47.51396]";2;43;false;-0.61754;47.51396
OuestCharge - Diva Sp - Avrille - Alphonse Loubat;"[-0.588673; 47.505249]";2;22;false;-0.588673;47.505249
OuestCharge - Diva Sp - Avrille - Alphonse Loubat;"[-0.588673; 47.505249]";2;22;false;-0.588673;47.505249
OuestCharge - Diva Sp - Avrille - Victor Hugo;"[-0.590732; 47.506252]";2;22;false;-0.590732;47.506252
OuestCharge - Diva Sp - Beaufort-en-Vallee - Equisseaux;"[-0.237386; 47.440085]";2;22;false;-0.237386;47.440085
OuestCharge - Diva Sp - Avrille - Maison Medicale;"[-0.589951; 47.499568]";2;22;false;-0.589951;47.499568
OuestCharge - Diva Sp - Avrille - Maison Medicale;"[-0.589951; 47.499568]";2;22;false;-0.589951;47.499568
OuestCharge - Diva Sp - Bauge - Europe;"[-0.101972; 47.540358]";2;22;false;-0.101972;47.540358
OuestCharge - Diva Sp - Bauge - Europe;"[-0.101972; 47.540358]";2;22;false;-0.101972;47.540358
OuestCharge - Diva Sp - Bauge - Marche;"[-0.106122; 47.542556]";2;22;false;-0.106122;47.542556
OuestCharge - Diva Sp - Bauge - Marche;"[-0.106122; 47.542556]";2;22;false;-0.106122;47.542556
OuestCharge - Diva Sp - Beaucouze - Domino;"[-0.640257; 47.4761]";2;22;false;-0.640257;47.4761
OuestCharge - Diva Sp - Beaucouze - Domino;"[-0.640257; 47.4761]";2;22;false;-0.640257;47.4761
OuestCharge - Diva Sp - Beaucouze - Grange Aux Belles;"[-0.624794; 47.474972]";2;22;false;-0.624794;47.474972
OuestCharge - Diva Sp - Beaucouze - Grange Aux Belles;"[-0.624794; 47.474972]";2;22;false;-0.624794;47.474972
OuestCharge - Diva Sp - Torfou - Clemenceau;"[-1.114795; 47.037548]";2;22;false;-1.114795;47.037548
OuestCharge - Diva Sp - Torfou - Clemenceau;"[-1.114795; 47.037548]";2;22;false;-1.114795;47.037548
OuestCharge - Quick Charger Evtronic - Saumur - Carrousel;"[-0.09440862; 47.26641082]";2;43;false;-0.09440862;47.26641082
OuestCharge - Diva Sp - Tillieres - Sports;"[-1.1648; 47.140958]";2;22;false;-1.1648;47.140958
OuestCharge - ePremium - Morannes - Beaumont;"[-0.364194; 47.699917]";2;25;false;-0.364194;47.699917
OuestCharge - Diva Sp - Morannes - Croix Verte;"[-0.417993; 47.745053]";2;22;false;-0.417993;47.745053
OuestCharge - Diva Sp - Morannes - Croix Verte;"[-0.417993; 47.745053]";2;22;false;-0.417993;47.745053
OuestCharge - Diva Sp - Montreuil-Bellay - Concorde;"[-0.155132; 47.130526]";2;22;false;-0.155132;47.130526
OuestCharge - Diva Sp - Montreuil-Bellay - Concorde;"[-0.155132; 47.130526]";2;22;false;-0.155132;47.130526
OuestCharge - Diva Sp - Montreuil-Juigne - Jean Baptiste;"[-0.615875; 47.541477]";2;22;false;-0.615875;47.541477
OuestCharge - Diva Sp - Montreuil-Juigne - Jean Baptiste;"[-0.615875; 47.541477]";2;22;false;-0.615875;47.541477
OuestCharge - Diva Sp - Montreuil-Juigne - Mairie;"[-0.610083; 47.529708]";2;22;false;-0.610083;47.529708
OuestCharge - Diva Sp - Montreuil-Juigne - Mairie;"[-0.610083; 47.529708]";2;22;false;-0.610083;47.529708
OuestCharge - Diva Sp - Montjean-sur-Loire - Cap Loire;"[-0.862944; 47.390083]";2;22;false;-0.862944;47.390083
